,ID,Set
3090,11916,train
3091,9332,train
3092,13360,train
3093,232,train
3094,250,train
3095,12844,train
3096,3735,train
3097,6663,train
3098,4491,train
3099,18045,train
3100,10357,train
3101,12847,train
3102,9160,train
3103,15047,train
3104,18099,train
3105,866,train
3106,10338,train
3107,9671,train
3108,16521,train
3109,3715,train
3110,17996,train
3111,15974,train
3112,18321,train
3113,4733,train
3114,4567,train
3115,9024,train
3116,4289,train
3117,18490,train
3118,13043,train
3119,4582,train
3120,18295,train
3121,12201,train
3122,12432,train
3123,15191,train
3124,10604,train
3125,16318,train
3126,6843,train
3127,4467,train
3128,15431,train
3129,12360,train
3130,16073,train
3131,3614,train
3132,9260,train
3133,18608,train
3134,4242,train
3135,9096,train
3136,18588,train
3137,1420,train
3138,7590,train
3139,267,train
3140,12425,train
3141,6188,train
3142,776,train
3143,18401,train
3144,16596,train
3145,6348,train
3146,7235,train
3147,18283,train
3148,15536,train
3149,14936,train
3150,18305,train
3151,7134,train
3152,20756,train
3153,3974,train
3154,11894,train
3155,3864,train
3156,18558,train
3157,8937,train
3158,632,train
3159,3284,train
3160,1501,train
3161,18303,train
3162,4542,train
3163,18291,train
3164,7429,train
3165,4605,train
3166,12944,train
3167,4168,train
3168,709,train
3169,888,train
3170,6985,train
3171,450,train
3172,15601,train
3173,9531,train
3174,1604,train
3175,12672,train
3176,6005,train
3177,18701,train
3178,1374,train
3179,6480,train
3180,4752,train
3181,15383,train
3182,18793,train
3183,7274,train
3184,4258,train
3185,15532,train
3186,15982,train
3187,7130,train
3188,15316,train
3189,9337,train
3190,326,train
3191,15623,train
3192,12188,train
3193,763,train
3194,21390,train
3195,12662,train
3196,9805,train
3197,9368,train
3198,1782,train
3199,1088,train
3200,21174,train
3201,18845,train
3202,16247,train
3203,694,train
3204,6426,train
3205,9849,train
3206,15631,train
3207,531,train
3208,6581,train
3209,15388,train
3210,12089,train
3211,20874,train
3212,1039,train
3213,10143,train
3214,18885,train
3215,10267,train
3216,21181,train
3217,13056,train
3218,16593,train
3219,18343,train
3220,4025,train
3221,10056,train
3222,18408,train
3223,6026,train
3224,16578,train
3225,4750,train
3226,16115,train
3227,21594,train
3228,16152,train
3229,13045,train
3230,16538,train
3231,14918,train
3232,9217,train
3233,12277,train
3234,21405,train
3235,6345,train
3236,9947,train
3237,4081,train
3238,21299,train
3239,18570,train
3240,18260,train
3241,12650,train
3242,13139,train
3243,21154,train
3244,15545,train
3245,15136,train
3246,11921,train
3247,13173,train
3248,3651,train
3249,2995,train
3250,10460,train
3251,15408,train
3252,14868,train
3253,18361,train
3254,18042,train
3255,13020,train
3256,13219,train
3257,15071,train
3258,712,train
3259,17977,train
3260,6847,train
3261,20999,train
3262,88,train
3263,7659,train
3264,20762,train
3265,19248,train
3266,15205,train
3267,18541,train
3268,1509,train
3269,11995,train
3270,16094,train
3271,7631,train
3272,1011,train
3273,1087,train
3274,21300,train
3275,12374,train
3276,18993,train
3277,1667,train
3278,9202,train
3279,16214,train
3280,12499,train
3281,11888,train
3282,18738,train
3283,12803,train
3284,7569,train
3285,16054,train
3286,10103,train
3287,20936,train
3288,12960,train
3289,18556,train
3290,12993,train
3291,9599,train
3292,6819,train
3293,9516,train
3294,7581,train
3295,19516,train
3296,13055,train
3297,7109,train
3298,18951,train
3299,3426,train
3300,15036,train
3301,10349,train
3302,10539,train
3303,3646,train
3304,3643,train
3305,16584,train
3306,15909,train
3307,19055,train
3308,19381,train
3309,970,train
3310,15733,train
3311,12809,train
3312,9683,train
3313,13080,train
3314,6338,train
3315,507,train
3316,4584,train
3317,12728,train
3318,10032,train
3319,1092,train
3320,6492,train
3321,6257,train
3322,4274,train
3323,7233,train
3324,15527,train
3325,820,train
3326,18427,train
3327,4431,train
3328,18778,train
3329,124,train
3330,18848,train
3331,7159,train
3332,1771,train
3333,4015,train
3334,12194,train
3335,18703,train
3336,3781,train
3337,10055,train
3338,1009,train
3339,18764,train
3340,13442,train
3341,2999,train
3342,4579,train
3343,14851,train
3344,8891,train
3345,15876,train
3346,1362,train
3347,21123,train
3348,7628,train
3349,242,train
3350,16317,train
3351,18078,train
3352,1505,train
3353,6249,train
3354,15154,train
3355,12275,train
3356,9670,train
3357,423,train
3358,995,train
3359,18736,train
3360,15338,train
3361,156,train
3362,12903,train
3363,18193,train
3364,21014,train
3365,12950,train
3366,15841,train
3367,13170,train
3368,9252,train
3369,544,train
3370,18432,train
3371,1725,train
3372,21427,train
3373,15450,train
3374,6817,train
3375,7335,train
3376,6733,train
3377,10192,train
3378,3591,train
3379,3122,train
3380,12129,train
3381,4290,train
3382,7242,train
3383,3521,train
3384,15110,train
3385,13592,train
3386,6194,train
3387,19262,train
3388,19390,train
3389,1182,train
3390,4637,train
3391,636,train
3392,19542,train
3393,150,train
3394,13207,train
3395,15265,train
3396,4026,train
3397,15382,train
3398,2983,train
3399,9211,train
3400,804,train
3401,3844,train
3402,16562,train
3403,18807,train
3404,7678,train
3405,12578,train
3406,8945,train
3407,1481,train
3408,9378,train
3409,341,train
3410,10459,train
3411,15182,train
3412,3340,train
3413,9173,train
3414,1549,train
3415,4247,train
3416,14857,train
3417,18972,train
3418,15283,train
3419,6787,train
3420,18713,train
3421,15051,train
3422,4097,train
3423,6842,train
3424,18182,train
3425,21563,train
3426,18915,train
3427,13031,train
3428,15763,train
3429,9714,train
3430,104,train
3431,7270,train
3432,18748,train
3433,759,train
3434,4288,train
3435,6055,train
3436,19338,train
3437,10404,train
3438,15149,train
3439,1269,train
3440,7118,train
3441,7083,train
3442,12720,train
3443,4348,train
3444,21280,train
3445,18049,train
3446,19078,train
3447,15918,train
3448,4740,train
3449,12979,train
3450,20774,train
3451,20918,train
3452,15801,train
3453,16563,train
3454,9028,train
3455,15913,train
3456,15856,train
3457,9600,train
3458,13387,train
3459,9443,train
3460,12616,train
3461,16338,train
3462,7244,train
3463,17910,train
3464,15887,train
3465,12842,train
3466,3850,train
3467,9406,train
3468,20878,train
3469,4133,train
3470,7123,train
3471,1323,train
3472,16471,train
3473,16040,train
3474,3690,train
3475,9037,train
3476,15786,train
3477,3376,train
3478,21103,train
3479,19303,train
3480,6730,train
3481,9837,train
3482,9724,train
3483,6392,train
3484,12469,train
3485,6231,train
3486,10217,train
3487,18668,train
3488,9104,train
3489,18772,train
3490,6363,train
3491,3957,train
3492,7645,train
3493,16316,train
3494,11930,train
3495,7443,train
3496,12520,train
3497,7347,train
3498,15868,train
3499,16408,train
3500,7627,train
3501,7370,train
3502,50,train
3503,4179,train
3504,13272,train
3505,562,train
3506,6290,train
3507,7515,train
3508,15660,train
3509,15132,train
3510,1057,train
3511,12924,train
3512,9275,train
3513,6189,train
3514,15704,train
3515,3902,train
3516,3747,train
3517,3871,train
3518,13500,train
3519,21086,train
3520,21611,train
3521,20869,train
3522,9567,train
3523,4353,train
3524,7542,train
3525,19318,train
3526,7630,train
3527,7648,train
3528,13513,train
3529,6206,train
3530,870,train
3531,15838,train
3532,13509,train
3533,20807,train
3534,603,train
3535,20915,train
3536,21182,train
3537,12100,train
3538,10021,train
3539,11914,train
3540,3992,train
3541,13366,train
3542,15674,train
3543,13191,train
3544,12978,train
3545,15390,train
3546,18057,train
3547,7365,train
3548,10301,train
3549,20751,train
3550,15380,train
3551,3354,train
3552,3800,train
3553,21065,train
3554,18392,train
3555,3644,train
3556,3867,train
3557,6228,train
3558,7285,train
3559,7303,train
3560,12989,train
3561,932,train
3562,14953,train
3563,9661,train
3564,3270,train
3565,6706,train
3566,12185,train
3567,3947,train
3568,12003,train
3569,3154,train
3570,15657,train
3571,13380,train
3572,14912,train
3573,12502,train
3574,10614,train
3575,16291,train
3576,12099,train
3577,16604,train
3578,4209,train
3579,9136,train
3580,11982,train
3581,12565,train
3582,15745,train
3583,21489,train
3584,21058,train
3585,6137,train
3586,3722,train
3587,3625,train
3588,9045,train
3589,1430,train
3590,9342,train
3591,1610,train
3592,12083,train
3593,10070,train
3594,15518,train
3595,19304,train
3596,15831,train
3597,11952,train
3598,3373,train
3599,20932,train
3600,10077,train
3601,9624,train
3602,1094,train
3603,18121,train
3604,755,train
3605,19176,train
3606,13284,train
3607,12969,train
3608,20860,train
3609,7600,train
3610,4738,train
3611,19125,train
3612,3223,train
3613,3022,train
3614,12863,train
3615,10140,train
3616,15678,train
3617,9216,train
3618,6785,train
3619,7096,train
3620,1664,train
3621,19058,train
3622,12883,train
3623,13449,train
3624,6325,train
3625,19022,train
3626,9542,train
3627,18601,train
3628,12619,train
3629,15377,train
3630,15775,train
3631,6503,train
3632,3905,train
3633,1368,train
3634,21298,train
3635,19024,train
3636,1411,train
3637,21456,train
3638,6561,train
3639,1018,train
3640,10185,train
3641,9894,train
3642,4012,train
3643,21071,train
3644,7375,train
3645,3609,train
3646,1281,train
3647,8951,train
3648,7298,train
3649,4735,train
3650,16281,train
3651,15676,train
3652,12382,train
3653,3610,train
3654,947,train
3655,10388,train
3656,9582,train
3657,16440,train
3658,373,train
3659,13621,train
3660,20814,train
3661,11970,train
3662,9558,train
3663,6588,train
3664,7708,train
3665,1466,train
3666,15381,train
3667,70,train
3668,17904,train
3669,4038,train
3670,6164,train
3671,3041,train
3672,19191,train
3673,9339,train
3674,13123,train
3675,9807,train
3676,3227,train
3677,6764,train
3678,7529,train
3679,16450,train
3680,19313,train
3681,3705,train
3682,10541,train
3683,7549,train
3684,18627,train
3685,7066,train
3686,10550,train
3687,18488,train
3688,16357,train
3689,3504,train
3690,9046,train
3691,15125,train
3692,13060,train
3693,15236,train
3694,9262,train
3695,1484,train
3696,15858,train
3697,12422,train
3698,7013,train
3699,14870,train
3700,19375,train
3701,18015,train
3702,3538,train
3703,9215,train
3704,16549,train
3705,9891,train
3706,16146,train
3707,1479,train
3708,18963,train
3709,18676,train
3710,13566,train
3711,12691,train
3712,3353,train
3713,12859,train
3714,3404,train
3715,3766,train
3716,10014,train
3717,18112,train
3718,1190,train
3719,11837,train
3720,3245,train
3721,16147,train
3722,10083,train
3723,21557,train
3724,12604,train
3725,15642,train
3726,13026,train
3727,13375,train
3728,3323,train
3729,9057,train
3730,6968,train
3731,13164,train
3732,9841,train
3733,6475,train
3734,15580,train
3735,15099,train
3736,9486,train
3737,756,train
3738,3881,train
3739,6524,train
3740,9672,train
3741,21323,train
3742,15266,train
3743,1424,train
3744,3094,train
3745,7279,train
3746,10494,train
3747,18154,train
3748,9483,train
3749,3205,train
3750,10437,train
3751,849,train
3752,6851,train
3753,18530,train
3754,1638,train
3755,13066,train
3756,12895,train
3757,18247,train
3758,9508,train
3759,10053,train
3760,1243,train
3761,12580,train
3762,1503,train
3763,12569,train
3764,16388,train
3765,4222,train
3766,9858,train
3767,768,train
3768,12698,train
3769,14853,train
3770,9942,train
3771,12837,train
3772,13507,train
3773,18980,train
3774,9421,train
3775,15495,train
3776,6483,train
3777,3204,train
3778,19041,train
3779,3606,train
3780,20982,train
3781,3030,train
3782,12716,train
3783,6214,train
3784,9463,train
3785,7068,train
3786,21247,train
3787,4195,train
3788,3,train
3789,6535,train
3790,16332,train
3791,15760,train
3792,7081,train
3793,2994,train
3794,4423,train
3795,13329,train
3796,12953,train
3797,9346,train
3798,18667,train
3799,9405,train
3800,21620,train
3801,10170,train
3802,15070,train
3803,15356,train
3804,21185,train
3805,15211,train
3806,16454,train
3807,12170,train
3808,7213,train
3809,12776,train
3810,18688,train
3811,943,train
3812,12426,train
3813,15561,train
3814,1371,train
3815,3433,train
3816,6767,train
3817,15329,train
3818,19028,train
3819,1046,train
3820,17845,train
3821,15655,train
3822,15111,train
3823,11946,train
3824,18242,train
3825,3965,train
3826,9293,train
3827,15673,train
3828,7261,train
3829,6638,train
3830,9991,train
3831,13280,train
3832,18498,train
3833,15641,train
3834,15231,train
3835,19372,train
3836,369,train
3837,11832,train
3838,13254,train
3839,3725,train
3840,20808,train
3841,12313,train
3842,1593,train
3843,21570,train
3844,7268,train
3845,9664,train
3846,3958,train
3847,1222,train
3848,764,train
3849,18684,train
3850,3637,train
3851,18924,train
3852,6398,train
3853,4394,train
3854,19357,train
3855,20910,train
3856,5995,train
3857,6100,train
3858,10306,train
3859,16387,train
3860,15750,train
3861,18548,train
3862,16614,train
3863,18004,train
3864,8879,train
3865,21329,train
3866,15799,train
3867,18429,train
3868,16261,train
3869,3378,train
3870,6636,train
3871,12666,train
3872,21322,train
3873,245,train
3874,1160,train
3875,504,train
3876,10341,train
3877,20825,train
3878,6132,train
3879,19044,train
3880,10487,train
3881,558,train
3882,18253,train
3883,4725,train
3884,15501,train
3885,15201,train
3886,548,train
3887,10565,train
3888,6174,train
3889,6557,train
3890,10028,train
3891,6526,train
3892,1469,train
3893,6301,train
3894,12221,train
3895,18579,train
3896,15892,train
3897,15208,train
3898,16607,train
3899,82,train
3900,4075,train
3901,7408,train
3902,734,train
3903,12551,train
3904,7231,train
3905,19180,train
3906,7301,train
3907,3998,train
3908,18164,train
3909,19163,train
3910,6754,train
3911,4367,train
3912,696,train
3913,3000,train
3914,13214,train
3915,6876,train
3916,12753,train
3917,15044,train
3918,931,train
3919,6661,train
3920,11841,train
3921,10477,train
3922,15290,train
3923,17928,train
3924,12792,train
3925,17982,train
3926,21274,train
3927,10043,train
3928,4537,train
3929,9105,train
3930,4017,train
3931,15244,train
3932,19508,train
3933,18384,train
3934,3787,train
3935,19517,train
3936,7017,train
3937,12607,train
3938,18412,train
3939,9590,train
3940,10288,train
3941,21619,train
3942,10623,train
3943,4729,train
3944,9131,train
3945,8966,train
3946,21358,train
3947,10067,train
3948,9148,train
3949,7557,train
3950,15719,train
3951,7313,train
3952,12346,train
3953,9323,train
3954,7452,train
3955,9321,train
3956,7090,train
3957,15046,train
3958,13027,train
3959,85,train
3960,12647,train
3961,3365,train
3962,12826,train
3963,11881,train
3964,14963,train
3965,821,train
3966,7353,train
3967,12066,train
3968,11859,train
3969,1312,train
3970,7319,train
3971,15851,train
3972,157,train
3973,4325,train
3974,18596,train
3975,9574,train
3976,1392,train
3977,9034,train
3978,13610,train
3979,1141,train
3980,12477,train
3981,7243,train
3982,16095,train
3983,1477,train
3984,12834,train
3985,9426,train
3986,464,train
3987,17846,train
3988,19376,train
3989,9341,train
3990,19060,train
3991,18763,train
3992,3594,train
3993,19298,train
3994,10348,train
3995,4597,train
3996,11846,train
3997,15984,train
3998,18888,train
3999,8893,train
4000,766,train
4001,508,train
4002,4007,train
4003,1107,train
4004,3790,train
4005,15617,train
4006,13112,train
4007,4163,train
4008,1166,train
4009,18522,train
4010,3343,train
4011,13451,train
4012,13098,train
4013,18300,train
4014,21629,train
4015,393,train
4016,7487,train
4017,18920,train
4018,15250,train
4019,7251,train
4020,19183,train
4021,3653,train
4022,11891,train
4023,967,train
4024,9738,train
4025,778,train
4026,1650,train
4027,19296,train
4028,10038,train
4029,18140,train
4030,20748,train
4031,9442,train
4032,13169,train
4033,13593,train
4034,3664,train
4035,3838,train
4036,6235,train
4037,9576,train
4038,9791,train
4039,9168,train
4040,15030,train
4041,15803,train
4042,12113,train
4043,12478,train
4044,4303,train
4045,6468,train
4046,16060,train
4047,16066,train
4048,13370,train
4049,4146,train
4050,6781,train
4051,15671,train
4052,703,train
4053,3964,train
4054,9779,train
4055,19473,train
4056,11890,train
4057,4604,train
4058,4053,train
4059,15055,train
4060,13412,train
4061,10442,train
4062,3658,train
4063,12371,train
4064,19277,train
4065,10622,train
4066,1034,train
4067,7053,train
4068,12237,train
4069,15990,train
4070,20988,train
4071,13036,train
4072,10533,train
4073,12676,train
4074,10081,train
4075,6414,train
4076,651,train
4077,6895,train
4078,12715,train
4079,7411,train
4080,15209,train
4081,4707,train
4082,12135,train
4083,871,train
4084,16020,train
4085,13560,train
4086,15564,train
4087,18441,train
4088,3093,train
4089,14916,train
4090,20822,train
4091,1095,train
4092,9122,train
4093,3952,train
4094,536,train
4095,4472,train
4096,16212,train
4097,6783,train
4098,18779,train
4099,12675,train
4100,18820,train
4101,1027,train
4102,13337,train
4103,4308,train
4104,12890,train
4105,1694,train
4106,1238,train
4107,20723,train
4108,765,train
4109,4159,train
4110,1754,train
4111,12694,train
4112,11954,train
4113,1052,train
4114,16121,train
4115,6992,train
4116,1735,train
4117,13251,train
4118,3183,train
4119,3887,train
4120,12402,train
4121,6129,train
4122,12972,train
4123,15170,train
4124,12231,train
4125,18238,train
4126,12531,train
4127,9431,train
4128,18337,train
4129,19285,train
4130,17899,train
4131,14845,train
4132,14834,train
4133,16489,train
4134,18999,train
4135,8949,train
4136,3854,train
4137,19153,train
4138,20944,train
4139,12579,train
4140,609,train
4141,3025,train
4142,655,train
4143,6624,train
4144,16315,train
4145,604,train
4146,3956,train
4147,6458,train
4148,937,train
4149,6098,train
4150,19144,train
4151,8880,train
4152,15220,train
4153,6000,train
4154,7258,train
4155,10522,train
4156,113,train
4157,3946,train
4158,4413,train
4159,12167,train
4160,18954,train
4161,3344,train
4162,16029,train
4163,7426,train
4164,13052,train
4165,16572,train
4166,19499,train
4167,18279,train
4168,16473,train
4169,7465,train
4170,732,train
4171,1483,train
4172,21457,train
4173,12097,train
4174,12474,train
4175,9412,train
4176,6251,train
4177,4354,train
4178,20933,train
4179,3792,train
4180,21379,train
4181,21354,train
4182,17903,train
4183,18368,train
4184,1538,train
4185,9287,train
4186,19477,train
4187,6254,train
4188,21579,train
4189,12658,train
4190,12729,train
4191,10345,train
4192,19226,train
4193,4033,train
4194,16325,train
4195,6758,train
4196,18747,train
4197,8923,train
4198,15299,train
4199,15482,train
4200,15718,train
4201,1619,train
4202,15703,train
4203,7414,train
4204,12215,train
4205,4511,train
4206,10107,train
4207,19451,train
4208,3058,train
4209,12186,train
4210,15322,train
4211,6435,train
4212,1236,train
4213,12497,train
4214,13620,train
4215,19321,train
4216,6430,train
4217,20913,train
4218,1196,train
4219,14920,train
4220,3208,train
4221,3040,train
4222,255,train
4223,3764,train
4224,18732,train
4225,9646,train
4226,9458,train
4227,16559,train
4228,10181,train
4229,3473,train
4230,3858,train
4231,21506,train
4232,15455,train
4233,95,train
4234,9513,train
4235,7612,train
4236,4372,train
4237,21529,train
4238,9032,train
4239,15885,train
4240,1163,train
4241,6210,train
4242,3432,train
4243,9077,train
4244,13303,train
4245,13419,train
4246,10365,train
4247,6528,train
4248,4469,train
4249,9258,train
4250,11923,train
4251,15082,train
4252,7051,train
4253,12466,train
4254,13239,train
4255,6565,train
4256,882,train
4257,15257,train
4258,478,train
4259,21204,train
4260,18036,train
4261,13330,train
4262,15469,train
4263,19213,train
4264,3962,train
4265,19216,train
4266,3794,train
4267,9812,train
4268,19416,train
4269,1158,train
4270,21245,train
4271,12841,train
4272,3826,train
4273,7535,train
4274,4777,train
4275,4335,train
4276,12471,train
4277,3307,train
4278,7046,train
4279,19395,train
4280,1674,train
4281,21236,train
4282,12782,train
4283,9770,train
4284,3265,train
4285,16530,train
4286,162,train
4287,3086,train
4288,18292,train
4289,6141,train
4290,15826,train
4291,12962,train
4292,3576,train
4293,7485,train
4294,18563,train
4295,16342,train
4296,18559,train
4297,249,train
4298,798,train
4299,14924,train
4300,3580,train
4301,6449,train
4302,452,train
4303,4271,train
4304,13381,train
4305,18241,train
4306,6357,train
4307,1419,train
4308,15710,train
4309,395,train
4310,19215,train
4311,18734,train
4312,14995,train
4313,15014,train
4314,12440,train
4315,9470,train
4316,13596,train
4317,18620,train
4318,21503,train
4319,19120,train
4320,15621,train
4321,21463,train
4322,19555,train
4323,9851,train
4324,18068,train
4325,625,train
4326,10515,train
4327,6014,train
4328,12556,train
4329,18289,train
4330,12027,train
4331,6051,train
4332,16629,train
4333,9711,train
4334,6826,train
4335,18133,train
4336,3554,train
4337,12023,train
4338,13333,train
4339,18248,train
4340,12309,train
4341,3989,train
4342,3938,train
4343,6749,train
4344,12005,train
4345,4505,train
4346,6494,train
4347,21309,train
4348,16333,train
4349,1322,train
4350,10586,train
4351,15955,train
4352,1462,train
4353,16127,train
4354,3736,train
4355,917,train
4356,21467,train
4357,12480,train
4358,6808,train
4359,6053,train
4360,14937,train
4361,15796,train
4362,935,train
4363,745,train
4364,21021,train
4365,10262,train
4366,15520,train
4367,3920,train
4368,4689,train
4369,15103,train
4370,6501,train
4371,12324,train
4372,13167,train
4373,15993,train
4374,14861,train
4375,4223,train
4376,1666,train
4377,3987,train
4378,10412,train
4379,3832,train
4380,3017,train
4381,9585,train
4382,15181,train
4383,202,train
4384,9196,train
4385,839,train
4386,3484,train
4387,13276,train
4388,7306,train
4389,10383,train
4390,3870,train
4391,397,train
4392,8954,train
4393,19353,train
4394,158,train
4395,1102,train
4396,1110,train
4397,12427,train
4398,19406,train
4399,13523,train
4400,4474,train
4401,15969,train
4402,10353,train
4403,16319,train
4404,19286,train
4405,15947,train
4406,3999,train
4407,15713,train
4408,10116,train
4409,1157,train
4410,11976,train
4411,3185,train
4412,6078,train
4413,7388,train
4414,3502,train
4415,7597,train
4416,7228,train
4417,18474,train
4418,15679,train
4419,114,train
4420,20793,train
4421,15672,train
4422,4557,train
4423,3290,train
4424,7209,train
4425,12536,train
4426,18423,train
4427,16445,train
4428,13364,train
4429,9235,train
4430,13275,train
4431,6719,train
4432,9305,train
4433,3677,train
4434,13347,train
4435,20954,train
4436,16472,train
4437,18211,train
4438,4574,train
4439,18387,train
4440,12263,train
4441,4465,train
4442,21626,train
4443,16198,train
4444,1271,train
4445,13281,train
4446,13319,train
4447,15711,train
4448,21512,train
4449,11870,train
4450,21009,train
4451,10275,train
4452,24,train
4453,7178,train
4454,16310,train
4455,1320,train
4456,4475,train
4457,18187,train
4458,18511,train
4459,14991,train
4460,3809,train
4461,16064,train
4462,9873,train
4463,1144,train
4464,794,train
4465,4485,train
4466,21447,train
4467,13291,train
4468,9514,train
4469,9818,train
4470,4552,train
4471,7237,train
4472,13567,train
4473,4141,train
4474,21426,train
4475,18040,train
4476,3733,train
4477,21179,train
4478,4721,train
4479,3238,train
4480,9010,train
4481,12689,train
4482,6576,train
4483,16542,train
4484,7153,train
4485,15902,train
4486,13508,train
4487,18686,train
4488,11884,train
4489,8866,train
4490,13245,train
4491,15297,train
4492,3393,train
4493,3908,train
4494,6204,train
4495,21141,train
4496,19095,train
4497,3536,train
4498,4244,train
4499,15538,train
4500,15416,train
4501,4309,train
4502,12894,train
4503,9094,train
4504,9743,train
4505,15658,train
4506,17916,train
4507,7131,train
4508,13453,train
4509,12566,train
4510,16517,train
4511,16503,train
4512,11897,train
4513,8938,train
4514,3169,train
4515,19092,train
4516,21428,train
4517,1737,train
4518,3845,train
4519,16276,train
4520,4350,train
4521,6274,train
4522,15311,train
4523,16178,train
4524,4710,train
4525,19377,train
4526,647,train
4527,3427,train
4528,3253,train
4529,15899,train
4530,6213,train
4531,21369,train
4532,706,train
4533,13538,train
4534,18696,train
4535,7629,train
4536,11927,train
4537,16062,train
4538,12192,train
4539,1214,train
4540,1036,train
4541,7642,train
4542,6962,train
4543,3815,train
4544,9317,train
4545,15456,train
4546,7352,train
4547,6669,train
4548,20993,train
4549,7510,train
4550,9363,train
4551,3769,train
4552,8884,train
4553,19446,train
4554,21422,train
4555,13308,train
4556,1113,train
4557,11964,train
4558,13131,train
4559,18028,train
4560,3518,train
4561,21483,train
4562,3424,train
4563,10084,train
4564,6736,train
4565,16619,train
4566,21081,train
4567,6002,train
4568,21357,train
4569,905,train
4570,15577,train
4571,4294,train
4572,1618,train
4573,19140,train
4574,9637,train
4575,12898,train
4576,4272,train
4577,6328,train
4578,10236,train
4579,12526,train
4580,19527,train
4581,13243,train
4582,6593,train
4583,3501,train
4584,3199,train
4585,7333,train
4586,950,train
4587,9279,train
4588,12785,train
4589,12761,train
4590,771,train
4591,6709,train
4592,9918,train
4593,7310,train
4594,4694,train
4595,6284,train
4596,3445,train
4597,246,train
4598,16331,train
4599,3671,train
4600,6421,train
4601,7689,train
4602,3057,train
4603,12337,train
4604,9338,train
4605,1289,train
4606,15953,train
4607,18603,train
4608,3024,train
4609,16382,train
4610,3839,train
4611,8971,train
4612,21397,train
4613,12255,train
4614,6667,train
4615,6023,train
4616,21318,train
4617,7543,train
4618,3837,train
4619,7339,train
4620,762,train
4621,4395,train
4622,15168,train
4623,15925,train
4624,9494,train
4625,3386,train
4626,18413,train
4627,333,train
4628,15509,train
4629,8991,train
4630,4044,train
4631,15443,train
4632,15523,train
4633,15005,train
4634,19312,train
4635,6673,train
4636,10102,train
4637,13489,train
4638,9929,train
4639,1013,train
4640,19264,train
4641,1684,train
4642,13266,train
4643,11993,train
4644,16292,train
4645,21412,train
4646,21218,train
4647,12366,train
4648,8886,train
4649,4536,train
4650,4681,train
4651,257,train
4652,10303,train
4653,3950,train
4654,7067,train
4655,1695,train
4656,15397,train
4657,18931,train
4658,3660,train
4659,25,train
4660,13475,train
4661,19178,train
4662,18996,train
4663,18753,train
4664,4143,train
4665,3923,train
4666,15263,train
4667,9795,train
4668,18148,train
4669,8993,train
4670,12037,train
4671,15662,train
4672,7707,train
4673,12019,train
4674,6578,train
4675,18751,train
4676,15262,train
4677,20879,train
4678,17909,train
4679,426,train
4680,1285,train
4681,10134,train
4682,3542,train
4683,13022,train
4684,3759,train
4685,16458,train
4686,17849,train
4687,17871,train
4688,13564,train
4689,19152,train
4690,7369,train
4691,11937,train
4692,13474,train
4693,940,train
4694,10226,train
4695,21085,train
4696,1640,train
4697,18606,train
4698,10350,train
4699,10254,train
4700,4072,train
4701,7455,train
4702,12214,train
4703,18347,train
4704,503,train
4705,12152,train
4706,160,train
4707,19233,train
4708,16557,train
4709,3380,train
4710,9358,train
4711,7026,train
4712,21325,train
4713,13393,train
4714,15728,train
4715,19283,train
4716,18029,train
4717,1448,train
4718,9862,train
4719,15485,train
4720,9471,train
4721,9107,train
4722,15765,train
4723,10465,train
4724,581,train
4725,15114,train
4726,11971,train
4727,9452,train
4728,18805,train
4729,15349,train
4730,15843,train
4731,15790,train
4732,911,train
4733,18740,train
4734,21345,train
4735,21189,train
4736,20783,train
4737,15933,train
4738,19530,train
4739,10330,train
4740,21389,train
4741,16625,train
4742,9108,train
4743,1275,train
4744,9228,train
4745,3883,train
4746,10576,train
4747,6879,train
4748,21277,train
4749,4066,train
4750,21623,train
4751,6659,train
4752,4136,train
4753,16601,train
4754,4257,train
4755,3741,train
4756,20972,train
4757,4027,train
4758,20877,train
4759,13433,train
4760,6919,train
4761,15611,train
4762,18990,train
4763,9598,train
4764,6038,train
4765,12217,train
4766,13423,train
4767,10642,train
4768,416,train
4769,6393,train
4770,16075,train
4771,7070,train
4772,15042,train
4773,16587,train
4774,1440,train
4775,13407,train
4776,12704,train
4777,27,train
4778,9758,train
4779,6225,train
4780,21484,train
4781,18363,train
4782,15281,train
4783,12563,train
4784,13021,train
4785,9985,train
4786,21413,train
4787,18152,train
4788,21377,train
4789,1582,train
4790,1422,train
4791,19427,train
4792,7565,train
4793,11978,train
4794,4103,train
4795,16203,train
4796,7088,train
4797,1201,train
4798,3146,train
4799,7602,train
4800,3357,train
4801,16275,train
4802,4716,train
4803,6364,train
4804,15401,train
4805,10635,train
4806,4329,train
4807,130,train
4808,6518,train
4809,15722,train
4810,8900,train
4811,21394,train
4812,955,train
4813,4446,train
4814,6915,train
4815,3509,train
4816,10191,train
4817,12365,train
4818,7644,train
4819,1539,train
4820,7475,train
4821,15789,train
4822,1353,train
4823,16238,train
4824,3836,train
4825,12680,train
4826,4517,train
4827,9709,train
4828,506,train
4829,13315,train
4830,12830,train
4831,18991,train
4832,6452,train
4833,16493,train
4834,10088,train
4835,7038,train
4836,4307,train
4837,6594,train
4838,35,train
4839,12073,train
4840,1229,train
4841,437,train
4842,16499,train
4843,12208,train
4844,6127,train
4845,10432,train
4846,19201,train
4847,4661,train
4848,584,train
4849,11984,train
4850,7367,train
4851,17886,train
4852,1561,train
